,Load_MW,temperature_2m,wind_speed_10m,shortwave_radiation
2022-02-22 04:00:00,58326.75,4.9,23.1,0.0
2022-02-22 05:00:00,63605.38,4.9,27.8,0.0
2022-02-22 06:00:00,69379.05,4.2,27.3,0.0
2022-02-22 07:00:00,71433.68,3.3,24.6,0.0
2022-02-22 08:00:00,72217.76,3.4,24.0,22.0
2022-02-22 09:00:00,72975.54,4.3,20.8,102.0
2022-02-22 10:00:00,73328.83,4.7,27.2,179.0
2022-02-22 11:00:00,73898.11,5.6,30.1,293.0
2022-02-22 12:00:00,73893.99,6.2,27.5,251.0
2022-02-22 13:00:00,71959.98,6.3,28.7,267.0
2022-02-22 14:00:00,71319.97,6.7,25.3,194.0
2022-02-22 15:00:00,70845.07,7.2,25.2,219.0
2022-02-22 16:00:00,71757.92,6.8,18.6,104.0
2022-02-22 17:00:00,74802.88,5.9,15.2,47.0
2022-02-22 18:00:00,75733.84,6.2,16.3,1.0
2022-02-22 19:00:00,71613.0,5.8,20.4,0.0
2022-02-22 20:00:00,68244.49,5.4,20.6,0.0
2022-02-22 21:00:00,65326.02,5.8,22.7,0.0
2022-02-22 22:00:00,61463.0,5.9,20.9,0.0
2022-02-22 23:00:00,56756.47,6.4,23.7,0.0
2022-02-23 00:00:00,54159.14,7.4,30.6,0.0
2022-02-23 01:00:00,53269.19,6.2,32.0,0.0
2022-02-23 02:00:00,52957.41,5.3,29.4,0.0
2022-02-23 03:00:00,54453.3,4.8,26.9,0.0
2022-02-23 04:00:00,56590.27,4.6,26.1,0.0
2022-02-23 05:00:00,62899.62,4.3,25.7,0.0
2022-02-23 06:00:00,69852.95,4.2,23.5,0.0
2022-02-23 07:00:00,72645.29,4.8,23.1,0.0
2022-02-23 08:00:00,71855.42,4.8,23.8,22.0
2022-02-23 09:00:00,71486.07,5.8,27.5,132.0
2022-02-23 10:00:00,71015.36,6.6,30.1,188.0
2022-02-23 11:00:00,71501.32,7.7,32.7,298.0
2022-02-23 12:00:00,71315.74,8.4,30.7,287.0
2022-02-23 13:00:00,70152.81,8.7,27.3,358.0
2022-02-23 14:00:00,68388.31,8.9,23.2,313.0
2022-02-23 15:00:00,67821.15,8.9,22.6,251.0
2022-02-23 16:00:00,67794.92,8.9,13.7,147.0
2022-02-23 17:00:00,71680.98,7.5,11.6,94.0
2022-02-23 18:00:00,73367.5,5.3,11.8,9.0
2022-02-23 19:00:00,70668.03,4.7,11.1,0.0
2022-02-23 20:00:00,67281.74,3.6,11.4,0.0
2022-02-23 21:00:00,63992.89,3.6,11.8,0.0
2022-02-23 22:00:00,60135.71,2.6,11.9,0.0
2022-02-23 23:00:00,57691.03,2.3,12.4,0.0
2022-02-24 00:00:00,55741.06,2.0,12.4,0.0
2022-02-24 01:00:00,54423.44,1.9,12.5,0.0
2022-02-24 02:00:00,54508.3,1.5,13.4,0.0
2022-02-24 03:00:00,55271.08,1.1,13.9,0.0
2022-02-24 04:00:00,57509.56,1.1,15.6,0.0
2022-02-24 05:00:00,63777.97,1.2,17.0,0.0
2022-02-24 06:00:00,70302.5,1.2,17.1,0.0
2022-02-24 07:00:00,72676.4,1.7,17.9,0.0
2022-02-24 08:00:00,72629.93,3.0,19.3,29.0
2022-02-24 09:00:00,72652.06,4.7,16.7,114.0
2022-02-24 10:00:00,73755.6,6.1,17.9,212.0
2022-02-24 11:00:00,74611.26,7.8,18.2,332.0
2022-02-24 12:00:00,73615.57,9.1,19.0,357.0
2022-02-24 13:00:00,72069.49,9.1,21.9,362.0
2022-02-24 14:00:00,71511.26,9.6,23.9,190.0
2022-02-24 15:00:00,70953.4,10.4,24.9,284.0
2022-02-24 16:00:00,71765.96,9.7,21.7,119.0
2022-02-24 17:00:00,73908.21,9.8,23.5,20.0
2022-02-24 18:00:00,74526.85,9.5,24.4,4.0
2022-02-24 19:00:00,72780.3,9.0,24.7,0.0
2022-02-24 20:00:00,68388.19,8.8,26.7,0.0
2022-02-24 21:00:00,65550.84,8.8,30.9,0.0
2022-02-24 22:00:00,61841.33,6.8,34.0,0.0
2022-02-24 23:00:00,58372.87,5.1,28.1,0.0
2022-02-25 00:00:00,56232.11,3.8,27.3,0.0
2022-02-25 01:00:00,54591.81,3.8,26.0,0.0
2022-02-25 02:00:00,54835.34,2.9,22.2,0.0
2022-02-25 03:00:00,55737.97,2.4,23.1,0.0
2022-02-25 04:00:00,58196.28,2.3,21.7,0.0
2022-02-25 05:00:00,63667.55,1.6,20.7,0.0
2022-02-25 06:00:00,70193.63,1.3,20.7,0.0
2022-02-25 07:00:00,73537.47,1.1,20.6,0.0
2022-02-25 08:00:00,74525.83,1.6,22.1,34.0
2022-02-25 09:00:00,75182.78,3.0,26.2,157.0
2022-02-25 10:00:00,75247.43,4.3,28.6,276.0
2022-02-25 11:00:00,75427.42,5.5,31.3,372.0
2022-02-25 12:00:00,74540.76,6.3,32.8,359.0
2022-02-25 13:00:00,72509.01,4.9,21.3,323.0
2022-02-25 14:00:00,71694.92,5.7,31.1,334.0
2022-02-25 15:00:00,70545.44,4.8,26.1,75.0
2022-02-25 16:00:00,69392.48,4.6,22.2,164.0
2022-02-25 17:00:00,71519.64,4.3,20.7,84.0
2022-02-25 18:00:00,71835.23,3.4,20.2,9.0
2022-02-25 19:00:00,68027.47,3.2,21.9,0.0
2022-02-25 20:00:00,63941.42,2.8,18.1,0.0
2022-02-25 21:00:00,61670.34,3.3,17.3,0.0
2022-02-25 22:00:00,58825.29,3.3,17.2,0.0
2022-02-25 23:00:00,55826.9,3.7,19.8,0.0
2022-02-26 00:00:00,52663.3,3.2,19.2,0.0
2022-02-26 01:00:00,50380.41,3.1,18.0,0.0
2022-02-26 02:00:00,49266.06,2.3,16.3,0.0
2022-02-26 03:00:00,49462.99,2.3,14.6,0.0
2022-02-26 04:00:00,49687.0,3.0,16.3,0.0
2022-02-26 05:00:00,49912.69,3.4,14.8,0.0
2022-02-26 06:00:00,51885.72,2.8,13.4,0.0
2022-02-26 07:00:00,55241.16,1.5,13.4,0.0
2022-02-26 08:00:00,57943.32,1.6,14.2,35.0
2022-02-26 09:00:00,59681.49,3.3,16.1,129.0
2022-02-26 10:00:00,60238.63,4.2,16.9,134.0
2022-02-26 11:00:00,59981.7,5.1,15.6,203.0
2022-02-26 12:00:00,58383.49,5.6,14.0,229.0
2022-02-26 13:00:00,56208.75,6.2,14.7,218.0
2022-02-26 14:00:00,54587.32,6.3,14.0,207.0
2022-02-26 15:00:00,54024.26,6.4,12.5,206.0
2022-02-26 16:00:00,55327.68,6.5,10.2,145.0
2022-02-26 17:00:00,59325.7,4.9,6.4,100.0
2022-02-26 18:00:00,61069.21,2.3,9.8,13.0
2022-02-26 19:00:00,58042.99,1.9,9.5,0.0
2022-02-26 20:00:00,55270.0,1.6,11.2,0.0
2022-02-26 21:00:00,53922.66,0.6,9.5,0.0
2022-02-26 22:00:00,52040.14,-0.3,8.5,0.0
2022-02-26 23:00:00,49662.71,-0.7,8.4,0.0
2022-02-27 00:00:00,48041.43,-0.9,8.4,0.0
2022-02-27 01:00:00,47148.97,-2.1,7.8,0.0
2022-02-27 02:00:00,46722.42,-2.2,7.0,0.0
2022-02-27 03:00:00,46533.24,-2.5,7.1,0.0
2022-02-27 04:00:00,47028.24,-2.5,6.7,0.0
2022-02-27 05:00:00,46085.06,-2.8,7.4,0.0
2022-02-27 06:00:00,47258.3,-2.8,7.8,0.0
2022-02-27 07:00:00,50738.68,-2.8,8.4,0.0
2022-02-27 08:00:00,53729.04,-0.6,9.1,40.0
2022-02-27 09:00:00,55583.98,1.5,11.7,168.0
2022-02-27 10:00:00,56547.28,3.6,12.9,294.0
2022-02-27 11:00:00,56635.89,4.8,10.6,380.0
2022-02-27 12:00:00,54713.47,5.9,9.4,424.0
2022-02-27 13:00:00,52250.86,3.0,8.6,366.0
2022-02-27 14:00:00,51363.99,3.5,6.2,179.0
2022-02-27 15:00:00,51681.58,4.0,5.4,181.0
2022-02-27 16:00:00,52500.17,3.8,7.2,120.0
2022-02-27 17:00:00,57277.25,3.3,8.3,69.0
2022-02-27 18:00:00,59786.76,2.2,6.8,9.0
2022-02-27 19:00:00,57839.47,1.5,6.8,0.0
2022-02-27 20:00:00,55901.75,1.2,7.2,0.0
2022-02-27 21:00:00,56290.55,1.1,9.4,0.0
2022-02-27 22:00:00,53924.08,0.3,7.8,0.0
2022-02-27 23:00:00,51410.1,-1.2,7.6,0.0
2022-02-28 00:00:00,49774.31,-2.0,8.8,0.0
2022-02-28 01:00:00,48851.87,-2.9,9.2,0.0
2022-02-28 02:00:00,48592.7,-2.6,8.2,0.0
2022-02-28 03:00:00,49733.51,-2.6,7.7,0.0
2022-02-28 04:00:00,52554.87,-2.0,5.5,0.0
2022-02-28 05:00:00,58441.7,-1.9,6.1,0.0
2022-02-28 06:00:00,64790.85,-2.0,5.7,0.0
2022-02-28 07:00:00,68127.44,-2.2,5.4,0.0
2022-02-28 08:00:00,69267.06,-1.1,7.2,30.0
2022-02-28 09:00:00,69524.43,-0.3,6.5,115.0
2022-02-28 10:00:00,69617.36,1.0,8.4,246.0
2022-02-28 11:00:00,68914.55,2.8,10.4,401.0
2022-02-28 12:00:00,68735.25,4.2,11.9,467.0
2022-02-28 13:00:00,67108.11,4.0,10.6,483.0
2022-02-28 14:00:00,65769.3,4.7,9.0,441.0
2022-02-28 15:00:00,65173.32,4.9,9.4,372.0
2022-02-28 16:00:00,65425.52,4.7,11.0,258.0
2022-02-28 17:00:00,69155.9,3.7,10.0,124.0
2022-02-28 18:00:00,71803.58,1.5,10.2,16.0
2022-02-28 19:00:00,69002.36,0.5,11.1,0.0
2022-02-28 20:00:00,66708.48,-0.3,11.2,0.0
2022-02-28 21:00:00,63842.04,-1.2,10.5,0.0
2022-02-28 22:00:00,60895.68,-1.6,12.8,0.0
2022-02-28 23:00:00,57556.57,-1.9,13.0,0.0
2022-03-01 00:00:00,55937.86,-2.2,12.6,0.0
2022-03-01 01:00:00,55297.73,-2.2,13.0,0.0
2022-03-01 02:00:00,54998.43,-2.4,12.3,0.0
2022-03-01 03:00:00,54868.76,-2.6,12.8,0.0
2022-03-01 04:00:00,57342.35,-2.8,12.8,0.0
2022-03-01 05:00:00,63140.88,-3.1,11.8,0.0
2022-03-01 06:00:00,69023.68,-3.3,11.4,0.0
2022-03-01 07:00:00,71704.38,-3.4,12.7,0.0
2022-03-01 08:00:00,72013.35,-2.1,14.7,51.0
2022-03-01 09:00:00,72239.49,-0.2,12.0,187.0
2022-03-01 10:00:00,72286.63,1.9,12.1,322.0
2022-03-01 11:00:00,72279.45,3.7,11.2,429.0
2022-03-01 12:00:00,70498.93,4.9,10.2,493.0
2022-03-01 13:00:00,68391.77,5.9,13.4,508.0
2022-03-01 14:00:00,67157.85,6.5,10.7,474.0
2022-03-01 15:00:00,65938.5,6.7,8.0,393.0
2022-03-01 16:00:00,66430.5,6.3,8.9,274.0
2022-03-01 17:00:00,69538.52,4.4,6.6,135.0
2022-03-01 18:00:00,70985.59,1.1,8.4,19.0
2022-03-01 19:00:00,67826.36,0.2,8.7,0.0
2022-03-01 20:00:00,64122.48,-1.0,10.1,0.0
2022-03-01 21:00:00,61468.58,-1.2,9.2,0.0
2022-03-01 22:00:00,57882.41,-2.0,9.9,0.0
2022-03-01 23:00:00,54950.59,-2.0,7.1,0.0
2022-03-02 00:00:00,52681.44,-2.4,7.2,0.0
2022-03-02 01:00:00,52182.0,-2.3,7.4,0.0
2022-03-02 02:00:00,52271.4,-3.7,8.0,0.0
2022-03-02 03:00:00,52916.92,-3.6,6.6,0.0
2022-03-02 04:00:00,56089.34,-3.2,6.0,0.0
2022-03-02 05:00:00,60954.83,-2.4,7.1,0.0
2022-03-02 06:00:00,66956.42,-2.5,6.2,0.0
2022-03-02 07:00:00,70308.17,-2.5,6.0,0.0
2022-03-02 08:00:00,70871.86,-1.5,8.9,35.0
2022-03-02 09:00:00,71002.33,-0.1,6.0,129.0
2022-03-02 10:00:00,71536.29,1.7,4.8,223.0
2022-03-02 11:00:00,71796.13,3.8,4.2,370.0
2022-03-02 12:00:00,70746.5,5.3,5.7,470.0
2022-03-02 13:00:00,68858.79,5.8,4.4,485.0
2022-03-02 14:00:00,67401.84,6.3,4.0,471.0
2022-03-02 15:00:00,65848.38,6.4,4.0,388.0
2022-03-02 16:00:00,66632.85,6.2,3.5,276.0
2022-03-02 17:00:00,69672.06,4.8,4.8,137.0
2022-03-02 18:00:00,71730.56,4.1,6.1,21.0
2022-03-02 19:00:00,68427.44,1.5,7.3,0.0
2022-03-02 20:00:00,65012.11,-0.4,7.4,0.0
2022-03-02 21:00:00,61588.28,-1.8,7.6,0.0
2022-03-02 22:00:00,58277.49,-0.3,5.2,0.0
2022-03-02 23:00:00,55304.81,-0.5,5.5,0.0
2022-03-03 00:00:00,53021.1,-2.2,6.6,0.0
2022-03-03 01:00:00,52244.09,-1.0,5.2,0.0
2022-03-03 02:00:00,52396.2,-2.8,7.8,0.0
2022-03-03 03:00:00,53400.59,-4.3,10.1,0.0
2022-03-03 04:00:00,55982.93,-4.7,9.4,0.0
2022-03-03 05:00:00,61378.46,-3.8,8.2,0.0
2022-03-03 06:00:00,67858.03,-3.8,8.1,0.0
2022-03-03 07:00:00,70640.87,-5.1,9.7,0.0
2022-03-03 08:00:00,70988.83,-2.3,11.8,58.0
2022-03-03 09:00:00,71155.32,-0.9,10.9,139.0
2022-03-03 10:00:00,70372.33,0.2,11.3,162.0
2022-03-03 11:00:00,70560.45,1.0,12.3,195.0
2022-03-03 12:00:00,69675.02,2.3,12.2,187.0
2022-03-03 13:00:00,67676.81,1.0,12.0,257.0
2022-03-03 14:00:00,67171.3,1.8,12.5,211.0
2022-03-03 15:00:00,65624.82,2.5,12.3,195.0
2022-03-03 16:00:00,66310.05,3.0,13.0,186.0
2022-03-03 17:00:00,69181.59,2.3,6.7,87.0
2022-03-03 18:00:00,71872.0,0.1,8.7,12.0
2022-03-03 19:00:00,68549.67,-0.2,7.9,0.0
2022-03-03 20:00:00,64323.34,-1.5,9.3,0.0
2022-03-03 21:00:00,61748.14,-2.4,8.5,0.0
2022-03-03 22:00:00,58087.02,-2.2,9.6,0.0
2022-03-03 23:00:00,55087.96,-2.4,9.0,0.0
2022-03-04 00:00:00,53616.09,-2.5,8.8,0.0
2022-03-04 01:00:00,52149.41,-1.8,8.4,0.0
2022-03-04 02:00:00,52308.61,-1.3,7.0,0.0
2022-03-04 03:00:00,53523.96,-0.4,9.0,0.0
2022-03-04 04:00:00,56160.14,-0.2,4.2,0.0
2022-03-04 05:00:00,60464.78,-0.6,4.9,0.0
2022-03-04 06:00:00,67148.43,-0.2,6.1,0.0
2022-03-04 07:00:00,70403.69,0.2,7.8,0.0
2022-03-04 08:00:00,70802.61,0.8,12.0,24.0
2022-03-04 09:00:00,71139.2,1.9,13.2,97.0
2022-03-04 10:00:00,71920.16,3.0,14.6,210.0
2022-03-04 11:00:00,71736.84,3.8,15.8,253.0
2022-03-04 12:00:00,70245.37,4.4,15.0,278.0
2022-03-04 13:00:00,67457.86,3.6,11.0,247.0
2022-03-04 14:00:00,66354.27,4.0,9.7,162.0
2022-03-04 15:00:00,65509.27,4.0,9.4,125.0
2022-03-04 16:00:00,66430.99,4.1,9.2,101.0
2022-03-04 17:00:00,68378.55,3.6,5.5,47.0
2022-03-04 18:00:00,70637.06,2.4,5.5,10.0
2022-03-04 19:00:00,67089.54,1.6,5.9,0.0
2022-03-04 20:00:00,63497.62,0.6,7.0,0.0
2022-03-04 21:00:00,60156.47,0.2,7.0,0.0
2022-03-04 22:00:00,57555.81,-0.6,6.6,0.0
2022-03-04 23:00:00,55132.37,-1.2,7.1,0.0
2022-03-05 00:00:00,52853.03,-0.2,4.6,0.0
2022-03-05 01:00:00,51219.98,-2.2,6.9,0.0
2022-03-05 02:00:00,50583.25,-1.9,7.0,0.0
2022-03-05 03:00:00,50630.37,-2.0,6.1,0.0
2022-03-05 04:00:00,50938.15,-2.0,6.9,0.0
2022-03-05 05:00:00,50845.5,-2.3,7.4,0.0
2022-03-05 06:00:00,52746.63,-2.6,7.1,0.0
2022-03-05 07:00:00,56105.57,-3.5,7.4,1.0
2022-03-05 08:00:00,59292.57,-1.3,7.6,69.0
2022-03-05 09:00:00,60932.94,0.6,5.6,203.0
2022-03-05 10:00:00,61737.98,2.3,8.6,336.0
2022-03-05 11:00:00,60694.69,3.3,9.0,412.0
2022-03-05 12:00:00,58373.7,3.7,7.9,348.0
2022-03-05 13:00:00,56141.06,4.4,6.5,201.0
2022-03-05 14:00:00,55359.09,3.7,9.2,215.0
2022-03-05 15:00:00,54937.81,3.1,10.3,142.0
2022-03-05 16:00:00,56379.97,2.9,10.8,123.0
2022-03-05 17:00:00,59663.16,2.2,11.3,69.0
2022-03-05 18:00:00,61864.21,1.0,11.7,14.0
2022-03-05 19:00:00,59174.5,0.0,9.9,0.0
2022-03-05 20:00:00,55925.85,-1.0,6.9,0.0
2022-03-05 21:00:00,54633.75,-1.5,5.6,0.0
2022-03-05 22:00:00,52002.03,-3.0,7.2,0.0
2022-03-05 23:00:00,49221.14,-3.8,7.4,0.0
2022-03-06 00:00:00,46694.2,-4.6,8.4,0.0
2022-03-06 01:00:00,45766.98,-3.2,7.6,0.0
2022-03-06 02:00:00,45228.92,-2.0,8.4,0.0
2022-03-06 03:00:00,45333.74,-1.9,9.1,0.0
2022-03-06 04:00:00,45656.67,-1.6,9.0,0.0
2022-03-06 05:00:00,45427.42,-1.8,8.8,0.0
2022-03-06 06:00:00,46294.17,-1.5,8.4,0.0
2022-03-06 07:00:00,49464.65,-1.7,7.6,1.0
2022-03-06 08:00:00,53066.5,-0.8,8.7,53.0
2022-03-06 09:00:00,54483.02,0.5,8.0,151.0
2022-03-06 10:00:00,56504.51,1.4,8.8,248.0
2022-03-06 11:00:00,57236.05,2.2,8.3,326.0
2022-03-06 12:00:00,55853.97,2.0,9.5,210.0
2022-03-06 13:00:00,54447.07,1.9,10.8,183.0
2022-03-06 14:00:00,53757.25,2.2,12.4,201.0
2022-03-06 15:00:00,54320.88,2.0,13.5,142.0
2022-03-06 16:00:00,54973.45,2.0,12.9,109.0
2022-03-06 17:00:00,57962.17,2.0,11.6,57.0
2022-03-06 18:00:00,60025.85,1.4,8.4,9.0
2022-03-06 19:00:00,57981.82,1.1,7.8,0.0
2022-03-06 20:00:00,55074.46,0.4,6.6,0.0
2022-03-06 21:00:00,55301.95,0.3,7.1,0.0
2022-03-06 22:00:00,52913.36,-1.0,6.2,0.0
2022-03-06 23:00:00,50137.48,-0.6,6.7,0.0
2022-03-07 00:00:00,48883.71,0.2,9.4,0.0
2022-03-07 01:00:00,47883.92,0.1,6.3,0.0
2022-03-07 02:00:00,48052.27,0.3,7.4,0.0
2022-03-07 03:00:00,49917.04,-0.5,7.6,0.0
2022-03-07 04:00:00,52391.48,-1.6,8.3,0.0
2022-03-07 05:00:00,59056.69,-2.3,8.2,0.0
2022-03-07 06:00:00,66019.55,-2.7,8.2,0.0
2022-03-07 07:00:00,69342.3,-2.7,8.8,2.0
2022-03-07 08:00:00,69421.64,-1.0,11.9,76.0
2022-03-07 09:00:00,69746.16,1.2,9.8,214.0
2022-03-07 10:00:00,70896.71,3.3,11.0,348.0
2022-03-07 11:00:00,71346.48,5.1,12.2,453.0
2022-03-07 12:00:00,71069.27,6.6,13.7,518.0
2022-03-07 13:00:00,69760.84,7.3,12.3,532.0
2022-03-07 14:00:00,68391.48,7.7,13.0,496.0
2022-03-07 15:00:00,67022.06,7.8,13.9,415.0
2022-03-07 16:00:00,66227.28,7.8,17.7,295.0
2022-03-07 17:00:00,68858.28,6.6,12.6,125.0
2022-03-07 18:00:00,71818.97,3.2,8.7,31.0
2022-03-07 19:00:00,68553.03,1.3,8.4,0.0
2022-03-07 20:00:00,64764.12,0.2,8.4,0.0
2022-03-07 21:00:00,61771.53,-0.4,8.8,0.0
2022-03-07 22:00:00,58747.15,-1.0,8.1,0.0
2022-03-07 23:00:00,54992.73,-1.9,7.7,0.0
2022-03-08 00:00:00,52939.87,-2.6,8.7,0.0
2022-03-08 01:00:00,52546.08,-1.9,8.2,0.0
2022-03-08 02:00:00,52322.32,-2.4,7.1,0.0
2022-03-08 03:00:00,53058.26,-3.5,8.3,0.0
2022-03-08 04:00:00,55524.7,-3.5,7.7,0.0
2022-03-08 05:00:00,60803.25,-3.8,7.8,0.0
2022-03-08 06:00:00,66534.65,-3.2,7.6,0.0
2022-03-08 07:00:00,69300.91,-2.6,6.6,2.0
2022-03-08 08:00:00,70294.41,-0.7,1.1,61.0
2022-03-08 09:00:00,69875.8,1.5,2.4,190.0
2022-03-08 10:00:00,70188.58,3.5,1.9,331.0
2022-03-08 11:00:00,70014.93,5.3,0.4,454.0
2022-03-08 12:00:00,70567.54,6.7,1.1,517.0
2022-03-08 13:00:00,68533.97,8.3,1.8,530.0
2022-03-08 14:00:00,67181.53,8.5,1.8,498.0
2022-03-08 15:00:00,65755.65,8.5,0.0,417.0
2022-03-08 16:00:00,65630.6,8.2,2.2,297.0
2022-03-08 17:00:00,68645.09,5.6,6.0,160.0
2022-03-08 18:00:00,71768.4,4.1,6.6,34.0
2022-03-08 19:00:00,68640.05,4.7,4.9,0.0
2022-03-08 20:00:00,64965.28,3.5,3.2,0.0
2022-03-08 21:00:00,61048.2,2.3,3.8,0.0
2022-03-08 22:00:00,57495.04,1.4,4.5,0.0
2022-03-08 23:00:00,53874.54,0.7,4.0,0.0
2022-03-09 00:00:00,52293.13,0.1,5.8,0.0
2022-03-09 01:00:00,51743.61,-0.5,7.1,0.0
2022-03-09 02:00:00,51892.5,0.1,5.2,0.0
2022-03-09 03:00:00,52623.93,-0.2,4.4,0.0
2022-03-09 04:00:00,55266.2,-0.6,5.2,0.0
2022-03-09 05:00:00,61408.5,-0.9,5.2,0.0
2022-03-09 06:00:00,66731.06,-2.7,8.0,0.0
2022-03-09 07:00:00,69476.34,-3.3,9.4,4.0
2022-03-09 08:00:00,70234.51,0.0,6.4,87.0
2022-03-09 09:00:00,69752.84,3.6,3.2,230.0
2022-03-09 10:00:00,69323.87,6.7,2.7,366.0
2022-03-09 11:00:00,69457.84,8.8,4.3,471.0
2022-03-09 12:00:00,68828.34,9.7,3.4,535.0
2022-03-09 13:00:00,66808.53,10.3,4.9,549.0
2022-03-09 14:00:00,65875.29,10.1,4.8,514.0
2022-03-09 15:00:00,64262.19,10.0,5.0,433.0
2022-03-09 16:00:00,64145.29,9.4,5.1,313.0
2022-03-09 17:00:00,67167.91,6.2,8.2,170.0
2022-03-09 18:00:00,70713.45,2.1,9.7,39.0
2022-03-09 19:00:00,68059.89,0.8,9.0,0.0
2022-03-09 20:00:00,64205.31,0.3,10.0,0.0
2022-03-09 21:00:00,60861.18,0.1,10.1,0.0
2022-03-09 22:00:00,57424.63,-0.6,8.8,0.0
2022-03-09 23:00:00,53922.7,-1.7,8.7,0.0
2022-03-10 00:00:00,51636.47,-2.0,8.6,0.0
2022-03-10 01:00:00,50809.09,-1.0,8.4,0.0
2022-03-10 02:00:00,51018.08,-1.4,8.0,0.0
2022-03-10 03:00:00,52687.6,-1.5,8.0,0.0
2022-03-10 04:00:00,55531.22,-1.5,9.2,0.0
2022-03-10 05:00:00,61338.9,-1.5,10.0,0.0
2022-03-10 06:00:00,67119.67,-1.5,10.6,0.0
2022-03-10 07:00:00,69791.22,-1.2,12.2,5.0
2022-03-10 08:00:00,69526.43,0.6,16.5,92.0
2022-03-10 09:00:00,69790.27,2.5,15.2,233.0
2022-03-10 10:00:00,69529.32,4.4,15.6,367.0
2022-03-10 11:00:00,69735.02,6.2,16.9,472.0
2022-03-10 12:00:00,68515.82,7.6,19.3,535.0
2022-03-10 13:00:00,66767.91,7.7,18.5,505.0
2022-03-10 14:00:00,65825.03,7.5,18.3,505.0
2022-03-10 15:00:00,64772.47,7.1,18.7,419.0
2022-03-10 16:00:00,65541.01,6.5,19.1,311.0
2022-03-10 17:00:00,68329.35,5.2,18.1,176.0
2022-03-10 18:00:00,71722.32,3.2,18.8,42.0
2022-03-10 19:00:00,69140.04,2.0,19.9,0.0
2022-03-10 20:00:00,64762.19,1.2,21.1,0.0
2022-03-10 21:00:00,62026.6,0.6,21.6,0.0
2022-03-10 22:00:00,57970.9,-0.1,22.1,0.0
2022-03-10 23:00:00,55730.5,-0.6,22.0,0.0
2022-03-11 00:00:00,54391.84,-1.0,21.9,0.0
2022-03-11 01:00:00,53300.61,-0.8,21.5,0.0
2022-03-11 02:00:00,53411.51,-1.1,21.0,0.0
2022-03-11 03:00:00,54170.39,-1.6,20.2,0.0
2022-03-11 04:00:00,56468.7,-2.0,19.8,0.0
2022-03-11 05:00:00,62445.18,-2.4,19.8,0.0
2022-03-11 06:00:00,67662.71,-2.8,20.5,0.0
2022-03-11 07:00:00,71324.34,-2.9,21.6,6.0
2022-03-11 08:00:00,71147.24,-1.9,20.2,104.0
2022-03-11 09:00:00,70524.72,-0.6,24.2,255.0
2022-03-11 10:00:00,70687.55,0.9,24.0,395.0
2022-03-11 11:00:00,70507.91,2.5,24.0,502.0
2022-03-11 12:00:00,69621.39,3.9,23.8,565.0
2022-03-11 13:00:00,67276.07,6.2,24.4,578.0
2022-03-11 14:00:00,66109.08,6.7,25.3,542.0
2022-03-11 15:00:00,65142.38,6.8,26.1,457.0
2022-03-11 16:00:00,66129.72,6.2,27.2,334.0
2022-03-11 17:00:00,68686.81,5.1,25.8,186.0
2022-03-11 18:00:00,71324.05,3.7,25.3,47.0
2022-03-11 19:00:00,67906.51,2.8,25.1,0.0
2022-03-11 20:00:00,63580.25,2.0,24.2,0.0
2022-03-11 21:00:00,59656.16,1.5,23.6,0.0
2022-03-11 22:00:00,57282.0,0.9,22.5,0.0
2022-03-11 23:00:00,53612.85,0.3,21.3,0.0
2022-03-12 00:00:00,51153.52,-0.2,20.3,0.0
2022-03-12 01:00:00,49849.55,-0.2,19.4,0.0
2022-03-12 02:00:00,49875.6,-0.6,19.0,0.0
2022-03-12 03:00:00,49289.31,-1.0,18.7,0.0
2022-03-12 04:00:00,49781.26,-1.2,18.9,0.0
2022-03-12 05:00:00,50351.13,-1.4,19.8,0.0
2022-03-12 06:00:00,52773.37,-1.5,19.4,0.0
2022-03-12 07:00:00,56202.62,-1.4,18.4,8.0
2022-03-12 08:00:00,58508.38,0.2,19.6,109.0
2022-03-12 09:00:00,60188.71,2.0,17.6,260.0
2022-03-12 10:00:00,60575.45,3.7,17.6,399.0
2022-03-12 11:00:00,59627.37,5.4,17.0,505.0
2022-03-12 12:00:00,57215.09,6.9,16.6,568.0
2022-03-12 13:00:00,55796.04,8.8,17.2,581.0
2022-03-12 14:00:00,54187.94,9.4,17.8,547.0
2022-03-12 15:00:00,53380.78,9.6,20.1,463.0
2022-03-12 16:00:00,55180.01,9.1,20.8,339.0
2022-03-12 17:00:00,58509.32,7.8,18.5,191.0
2022-03-12 18:00:00,61320.79,5.8,16.9,50.0
2022-03-12 19:00:00,58459.54,4.6,17.1,0.0
2022-03-12 20:00:00,55540.68,3.8,18.7,0.0
2022-03-12 21:00:00,53778.27,3.0,16.8,0.0
2022-03-12 22:00:00,50721.33,1.9,13.6,0.0
2022-03-12 23:00:00,48141.39,1.0,13.8,0.0
2022-03-13 00:00:00,45912.93,0.6,14.3,0.0
2022-03-13 01:00:00,45292.05,0.6,12.9,0.0
2022-03-13 02:00:00,44804.35,0.0,12.5,0.0
2022-03-13 03:00:00,45396.6,-0.6,12.6,0.0
2022-03-13 04:00:00,46176.2,-1.0,14.2,0.0
2022-03-13 05:00:00,45823.95,-1.1,15.3,0.0
2022-03-13 06:00:00,45731.78,-1.1,16.6,0.0
2022-03-13 07:00:00,49605.87,-1.0,16.9,9.0
