,Load_MW,temperature_2m,wind_speed_10m,shortwave_radiation
2020-01-01 00:00:00,43471.87,1.5,11.4,0.0
2020-01-01 01:00:00,42401.86,2.0,10.3,0.0
2020-01-01 02:00:00,41126.54,1.8,11.2,0.0
2020-01-01 03:00:00,40793.28,1.1,10.1,0.0
2020-01-01 04:00:00,40710.44,0.3,9.4,0.0
2020-01-01 05:00:00,39453.36,-0.1,9.4,0.0
2020-01-01 06:00:00,39703.11,-0.3,10.5,0.0
2020-01-01 07:00:00,40248.35,-0.6,9.5,0.0
2020-01-01 08:00:00,41867.45,-1.1,7.7,0.0
2020-01-01 09:00:00,44348.8,-0.5,9.4,11.0
2020-01-01 10:00:00,46484.05,1.1,11.2,70.0
2020-01-01 11:00:00,48341.32,2.5,8.2,112.0
2020-01-01 12:00:00,48470.07,3.5,8.9,139.0
2020-01-01 13:00:00,47144.79,4.0,11.5,159.0
2020-01-01 14:00:00,46653.69,4.0,12.3,130.0
2020-01-01 15:00:00,47826.3,3.5,9.2,91.0
2020-01-01 16:00:00,52883.7,2.0,8.2,25.0
2020-01-01 17:00:00,54615.74,0.7,7.7,0.0
2020-01-01 18:00:00,53987.01,0.2,8.1,0.0
2020-01-01 19:00:00,51937.71,0.1,9.9,0.0
2020-01-01 20:00:00,49953.53,-0.4,10.2,0.0
2020-01-01 21:00:00,49666.26,-0.6,10.9,0.0
2020-01-01 22:00:00,46852.01,-0.9,10.0,0.0
2020-01-01 23:00:00,44817.14,-2.2,8.4,0.0
2020-01-02 00:00:00,43356.13,-3.0,9.2,0.0
2020-01-02 01:00:00,42529.32,-1.8,7.8,0.0
2020-01-02 02:00:00,42466.15,-3.2,8.7,0.0
2020-01-02 03:00:00,42966.15,-3.5,8.4,0.0
2020-01-02 04:00:00,45014.63,-3.2,7.0,0.0
2020-01-02 05:00:00,48320.04,-2.5,9.9,0.0
2020-01-02 06:00:00,53783.83,-2.5,9.4,0.0
2020-01-02 07:00:00,58069.33,-3.8,8.9,0.0
2020-01-02 08:00:00,60300.97,-3.3,7.0,0.0
2020-01-02 09:00:00,61475.42,-2.2,8.4,12.0
2020-01-02 10:00:00,62269.6,0.1,12.0,89.0
2020-01-02 11:00:00,63043.06,2.3,12.1,169.0
2020-01-02 12:00:00,62430.9,4.0,12.0,219.0
2020-01-02 13:00:00,61204.46,4.9,13.8,226.0
2020-01-02 14:00:00,61019.59,5.2,14.0,189.0
2020-01-02 15:00:00,61745.64,3.8,10.5,118.0
2020-01-02 16:00:00,65389.8,1.1,10.3,32.0
2020-01-02 17:00:00,66213.93,0.6,11.3,0.0
2020-01-02 18:00:00,65336.52,0.2,11.5,0.0
2020-01-02 19:00:00,62664.96,-0.3,13.1,0.0
2020-01-02 20:00:00,58702.04,-1.0,12.4,0.0
2020-01-02 21:00:00,57471.95,-1.3,11.8,0.0
2020-01-02 22:00:00,53950.48,-1.4,12.0,0.0
2020-01-02 23:00:00,50419.08,-1.5,10.5,0.0
2020-01-03 00:00:00,48634.96,-0.6,12.4,0.0
2020-01-03 01:00:00,47774.95,1.0,14.7,0.0
2020-01-03 02:00:00,47176.91,2.2,17.3,0.0
2020-01-03 03:00:00,47706.29,2.1,17.9,0.0
2020-01-03 04:00:00,49438.86,2.0,18.1,0.0
2020-01-03 05:00:00,52643.08,1.9,18.0,0.0
2020-01-03 06:00:00,56831.21,1.9,18.3,0.0
2020-01-03 07:00:00,60754.92,2.4,18.9,0.0
2020-01-03 08:00:00,62691.46,3.2,19.9,0.0
2020-01-03 09:00:00,64230.17,4.1,21.3,6.0
2020-01-03 10:00:00,65360.14,4.8,21.7,39.0
2020-01-03 11:00:00,66126.87,5.5,20.1,49.0
2020-01-03 12:00:00,65191.21,6.2,21.4,46.0
2020-01-03 13:00:00,63926.63,5.5,20.2,49.0
2020-01-03 14:00:00,63055.65,5.9,20.9,33.0
2020-01-03 15:00:00,63230.27,6.2,20.4,22.0
2020-01-03 16:00:00,65642.7,6.2,20.6,4.0
2020-01-03 17:00:00,66005.27,6.2,20.2,0.0
2020-01-03 18:00:00,64561.82,6.2,21.2,0.0
2020-01-03 19:00:00,61257.16,6.2,21.9,0.0
2020-01-03 20:00:00,57452.9,6.3,22.6,0.0
2020-01-03 21:00:00,55774.6,6.3,22.7,0.0
2020-01-03 22:00:00,53255.0,6.3,22.1,0.0
2020-01-03 23:00:00,50478.46,6.2,23.2,0.0
2020-01-04 00:00:00,47714.33,5.0,20.9,0.0
2020-01-04 01:00:00,46487.03,4.6,20.4,0.0
2020-01-04 02:00:00,45717.3,3.8,20.4,0.0
2020-01-04 03:00:00,46307.13,3.4,20.9,0.0
2020-01-04 04:00:00,47022.31,3.3,22.3,0.0
2020-01-04 05:00:00,47129.08,3.1,22.7,0.0
2020-01-04 06:00:00,49225.79,3.2,22.1,0.0
2020-01-04 07:00:00,52680.05,3.2,23.8,0.0
2020-01-04 08:00:00,55913.36,3.5,25.2,0.0
2020-01-04 09:00:00,59045.82,4.1,26.0,4.0
2020-01-04 10:00:00,60659.03,4.5,27.2,20.0
2020-01-04 11:00:00,61966.67,4.6,29.3,18.0
2020-01-04 12:00:00,61580.91,4.5,32.2,17.0
2020-01-04 13:00:00,60209.16,5.2,31.2,17.0
2020-01-04 14:00:00,59589.76,5.2,32.0,47.0
2020-01-04 15:00:00,59797.51,5.2,32.6,16.0
2020-01-04 16:00:00,62567.32,4.8,27.4,8.0
2020-01-04 17:00:00,63740.12,3.9,25.4,0.0
2020-01-04 18:00:00,62098.23,3.2,25.4,0.0
2020-01-04 19:00:00,58700.76,2.9,25.5,0.0
2020-01-04 20:00:00,55129.87,2.8,25.5,0.0
2020-01-04 21:00:00,53763.4,2.6,23.1,0.0
2020-01-04 22:00:00,51058.17,2.1,20.7,0.0
2020-01-04 23:00:00,47745.34,1.4,19.2,0.0
2020-01-05 00:00:00,45321.03,0.9,19.6,0.0
2020-01-05 01:00:00,44497.03,1.0,18.7,0.0
2020-01-05 02:00:00,43448.11,0.5,17.2,0.0
2020-01-05 03:00:00,43255.23,0.1,16.3,0.0
2020-01-05 04:00:00,43079.71,-0.2,16.4,0.0
2020-01-05 05:00:00,41659.89,-0.6,15.5,0.0
2020-01-05 06:00:00,42695.71,-1.0,12.7,0.0
2020-01-05 07:00:00,44449.2,-1.5,11.6,0.0
2020-01-05 08:00:00,47554.86,-1.9,10.2,0.0
2020-01-05 09:00:00,50584.48,-1.7,9.5,13.0
2020-01-05 10:00:00,53173.83,-0.2,10.9,91.0
2020-01-05 11:00:00,54870.02,1.3,8.7,157.0
2020-01-05 12:00:00,54011.95,2.3,10.5,187.0
2020-01-05 13:00:00,52566.48,3.4,10.1,185.0
2020-01-05 14:00:00,52348.14,3.7,8.2,119.0
2020-01-05 15:00:00,52822.76,3.4,8.4,100.0
2020-01-05 16:00:00,56845.1,1.7,8.7,31.0
2020-01-05 17:00:00,58638.28,1.3,10.0,0.0
2020-01-05 18:00:00,57846.07,1.1,10.2,0.0
2020-01-05 19:00:00,55663.38,1.8,10.2,0.0
2020-01-05 20:00:00,53535.79,2.5,11.1,0.0
2020-01-05 21:00:00,53443.19,2.8,12.5,0.0
2020-01-05 22:00:00,50435.49,2.7,12.9,0.0
2020-01-05 23:00:00,47722.9,3.0,13.8,0.0
2020-01-06 00:00:00,46237.76,3.3,13.4,0.0
2020-01-06 01:00:00,44980.24,3.3,14.0,0.0
2020-01-06 02:00:00,44946.82,3.5,15.8,0.0
2020-01-06 03:00:00,45782.37,3.3,15.9,0.0
2020-01-06 04:00:00,48323.45,3.5,16.1,0.0
2020-01-06 05:00:00,52346.32,3.6,15.6,0.0
2020-01-06 06:00:00,57456.5,3.5,14.2,0.0
2020-01-06 07:00:00,61208.81,3.2,12.2,0.0
2020-01-06 08:00:00,62623.44,2.9,13.1,0.0
2020-01-06 09:00:00,63662.29,3.3,14.5,5.0
2020-01-06 10:00:00,64821.39,3.6,13.1,16.0
2020-01-06 11:00:00,65251.94,4.1,13.6,43.0
2020-01-06 12:00:00,64938.83,4.3,13.6,48.0
2020-01-06 13:00:00,63483.95,5.1,10.6,50.0
2020-01-06 14:00:00,62978.67,5.0,10.1,31.0
2020-01-06 15:00:00,63371.15,5.0,9.9,24.0
2020-01-06 16:00:00,66879.8,4.6,8.6,9.0
2020-01-06 17:00:00,68426.03,4.3,8.9,0.0
2020-01-06 18:00:00,67385.09,4.2,9.8,0.0
2020-01-06 19:00:00,64600.23,3.7,10.6,0.0
2020-01-06 20:00:00,61212.5,3.0,10.5,0.0
2020-01-06 21:00:00,59131.66,2.4,10.5,0.0
2020-01-06 22:00:00,55366.99,2.0,10.5,0.0
2020-01-06 23:00:00,52416.4,1.2,10.8,0.0
2020-01-07 00:00:00,51154.08,0.6,11.5,0.0
2020-01-07 01:00:00,50031.3,0.4,10.3,0.0
2020-01-07 02:00:00,50036.13,0.0,9.1,0.0
2020-01-07 03:00:00,50912.49,-0.6,8.8,0.0
2020-01-07 04:00:00,53506.16,-1.3,7.8,0.0
2020-01-07 05:00:00,59371.63,-1.3,8.1,0.0
2020-01-07 06:00:00,67167.33,-0.7,8.9,0.0
2020-01-07 07:00:00,70840.23,-0.1,10.2,0.0
2020-01-07 08:00:00,71045.25,-0.2,9.8,0.0
2020-01-07 09:00:00,71113.31,0.7,11.0,11.0
2020-01-07 10:00:00,71774.4,2.3,12.1,52.0
2020-01-07 11:00:00,71714.81,3.3,12.8,48.0
2020-01-07 12:00:00,71765.07,4.2,13.0,57.0
2020-01-07 13:00:00,71071.93,3.9,12.7,46.0
2020-01-07 14:00:00,70663.17,4.8,13.9,65.0
2020-01-07 15:00:00,70212.38,4.9,11.7,36.0
2020-01-07 16:00:00,72732.34,5.1,12.2,14.0
2020-01-07 17:00:00,73508.08,4.8,13.0,0.0
2020-01-07 18:00:00,72389.55,4.7,13.9,0.0
2020-01-07 19:00:00,69421.59,4.7,12.9,0.0
2020-01-07 20:00:00,65601.78,4.4,12.7,0.0
2020-01-07 21:00:00,62596.26,4.2,14.1,0.0
2020-01-07 22:00:00,58669.5,3.5,14.6,0.0
2020-01-07 23:00:00,55818.41,3.0,15.5,0.0
2020-01-08 00:00:00,54220.74,2.5,15.9,0.0
2020-01-08 01:00:00,52752.95,3.8,17.8,0.0
2020-01-08 02:00:00,52254.87,3.7,17.2,0.0
2020-01-08 03:00:00,53193.03,3.7,19.8,0.0
2020-01-08 04:00:00,55776.01,4.6,22.2,0.0
2020-01-08 05:00:00,61505.38,4.9,20.5,0.0
2020-01-08 06:00:00,69519.66,4.9,21.4,0.0
2020-01-08 07:00:00,73867.38,4.9,19.5,0.0
2020-01-08 08:00:00,73731.56,4.9,20.3,0.0
2020-01-08 09:00:00,74948.9,4.7,20.0,3.0
2020-01-08 10:00:00,75177.76,5.0,20.7,16.0
2020-01-08 11:00:00,75058.6,5.4,20.6,32.0
2020-01-08 12:00:00,74967.39,6.0,20.5,43.0
2020-01-08 13:00:00,73589.46,5.9,19.9,32.0
2020-01-08 14:00:00,72655.34,6.7,18.8,32.0
2020-01-08 15:00:00,71737.92,7.2,17.9,43.0
2020-01-08 16:00:00,73417.44,7.4,17.3,8.0
2020-01-08 17:00:00,73363.21,7.5,16.8,0.0
2020-01-08 18:00:00,71754.23,7.6,17.4,0.0
2020-01-08 19:00:00,68211.7,7.7,17.5,0.0
2020-01-08 20:00:00,64153.84,7.7,17.0,0.0
2020-01-08 21:00:00,61037.16,7.7,16.6,0.0
2020-01-08 22:00:00,56206.04,7.8,15.8,0.0
2020-01-08 23:00:00,51875.48,7.8,14.0,0.0
2020-01-09 00:00:00,49243.74,7.6,11.9,0.0
2020-01-09 01:00:00,48338.11,7.2,10.0,0.0
2020-01-09 02:00:00,48347.02,7.0,10.7,0.0
2020-01-09 03:00:00,49690.94,6.9,10.5,0.0
2020-01-09 04:00:00,52384.37,6.8,11.5,0.0
2020-01-09 05:00:00,59438.84,6.8,10.9,0.0
2020-01-09 06:00:00,66995.38,6.6,11.2,0.0
2020-01-09 07:00:00,71074.4,6.6,11.5,0.0
2020-01-09 08:00:00,71628.22,6.4,11.3,0.0
2020-01-09 09:00:00,72830.08,6.6,14.9,4.0
2020-01-09 10:00:00,74384.82,6.8,16.2,13.0
2020-01-09 11:00:00,74117.55,7.2,17.6,38.0
2020-01-09 12:00:00,74195.75,7.8,18.4,61.0
2020-01-09 13:00:00,72473.45,8.2,18.6,68.0
2020-01-09 14:00:00,71941.15,8.4,20.2,68.0
2020-01-09 15:00:00,72005.42,8.6,18.4,36.0
2020-01-09 16:00:00,74171.0,8.7,17.7,8.0
2020-01-09 17:00:00,74550.36,8.9,18.5,0.0
2020-01-09 18:00:00,73402.51,8.9,18.2,0.0
2020-01-09 19:00:00,69805.39,9.1,17.1,0.0
2020-01-09 20:00:00,66007.53,9.1,16.8,0.0
2020-01-09 21:00:00,62129.05,9.2,16.3,0.0
2020-01-09 22:00:00,57304.33,9.4,15.8,0.0
2020-01-09 23:00:00,53628.65,9.6,15.9,0.0
2020-01-10 00:00:00,51057.78,9.4,15.7,0.0
2020-01-10 01:00:00,50264.71,9.8,15.6,0.0
2020-01-10 02:00:00,50173.81,9.9,15.5,0.0
2020-01-10 03:00:00,51345.01,10.1,17.2,0.0
2020-01-10 04:00:00,53913.32,10.0,16.1,0.0
2020-01-10 05:00:00,59867.22,9.8,15.8,0.0
2020-01-10 06:00:00,67419.38,9.6,18.1,0.0
2020-01-10 07:00:00,71650.84,9.5,20.4,0.0
2020-01-10 08:00:00,71714.99,9.4,18.7,0.0
2020-01-10 09:00:00,72340.68,9.3,20.4,3.0
2020-01-10 10:00:00,72464.74,9.5,21.3,20.0
2020-01-10 11:00:00,72920.94,9.6,20.7,31.0
2020-01-10 12:00:00,71768.01,9.7,21.7,55.0
2020-01-10 13:00:00,69977.55,10.6,22.5,212.0
2020-01-10 14:00:00,69266.81,10.4,21.2,138.0
2020-01-10 15:00:00,69726.58,9.8,18.4,93.0
2020-01-10 16:00:00,72230.02,8.8,16.1,38.0
2020-01-10 17:00:00,72395.05,8.1,15.7,0.0
2020-01-10 18:00:00,70463.48,7.8,16.8,0.0
2020-01-10 19:00:00,66790.1,7.7,18.8,0.0
2020-01-10 20:00:00,62680.97,7.2,21.0,0.0
2020-01-10 21:00:00,59408.5,6.6,23.9,0.0
2020-01-10 22:00:00,56021.05,6.0,23.2,0.0
2020-01-10 23:00:00,52143.94,5.8,22.7,0.0
2020-01-11 00:00:00,49369.87,5.5,20.7,0.0
2020-01-11 01:00:00,48240.12,5.4,18.1,0.0
2020-01-11 02:00:00,48311.94,5.2,17.5,0.0
2020-01-11 03:00:00,48717.72,5.2,19.5,0.0
2020-01-11 04:00:00,48310.65,5.2,20.6,0.0
2020-01-11 05:00:00,48148.07,5.2,18.0,0.0
2020-01-11 06:00:00,50681.16,5.2,17.1,0.0
2020-01-11 07:00:00,53844.88,5.1,15.5,0.0
2020-01-11 08:00:00,57089.38,4.9,13.7,0.0
2020-01-11 09:00:00,59420.58,4.8,15.4,7.0
2020-01-11 10:00:00,60882.79,4.8,14.3,55.0
2020-01-11 11:00:00,61733.52,5.2,13.0,94.0
2020-01-11 12:00:00,60675.02,6.0,15.0,180.0
2020-01-11 13:00:00,59229.24,5.9,14.3,157.0
2020-01-11 14:00:00,58437.34,6.1,15.8,110.0
2020-01-11 15:00:00,59121.6,5.8,13.3,76.0
2020-01-11 16:00:00,63116.03,4.9,12.3,32.0
2020-01-11 17:00:00,64724.27,4.1,13.2,0.0
2020-01-11 18:00:00,63520.06,3.5,14.7,0.0
2020-01-11 19:00:00,60856.08,3.1,16.9,0.0
2020-01-11 20:00:00,57702.03,3.1,17.7,0.0
2020-01-11 21:00:00,56459.7,2.9,17.9,0.0
2020-01-11 22:00:00,53714.67,2.7,18.3,0.0
2020-01-11 23:00:00,51063.79,2.3,18.1,0.0
2020-01-12 00:00:00,49003.58,2.2,18.0,0.0
2020-01-12 01:00:00,47755.88,1.8,18.1,0.0
2020-01-12 02:00:00,46927.25,1.5,17.7,0.0
2020-01-12 03:00:00,46680.3,1.1,17.5,0.0
2020-01-12 04:00:00,47032.79,0.9,17.5,0.0
2020-01-12 05:00:00,46258.66,0.9,17.9,0.0
2020-01-12 06:00:00,47485.82,0.8,17.5,0.0
2020-01-12 07:00:00,49950.19,0.8,17.7,0.0
2020-01-12 08:00:00,53348.81,0.7,18.1,0.0
2020-01-12 09:00:00,56339.65,1.2,18.4,14.0
2020-01-12 10:00:00,58448.23,2.5,18.3,85.0
2020-01-12 11:00:00,59782.7,3.7,19.3,160.0
2020-01-12 12:00:00,58323.85,4.7,20.9,206.0
2020-01-12 13:00:00,56736.77,5.1,20.3,214.0
2020-01-12 14:00:00,56209.75,5.2,18.1,178.0
2020-01-12 15:00:00,57377.71,4.9,18.2,118.0
2020-01-12 16:00:00,60787.22,4.1,17.4,43.0
2020-01-12 17:00:00,63141.82,4.0,18.8,0.0
2020-01-12 18:00:00,61976.07,4.4,20.9,0.0
2020-01-12 19:00:00,59657.3,4.9,23.3,0.0
2020-01-12 20:00:00,57312.5,5.6,24.8,0.0
2020-01-12 21:00:00,57343.41,6.2,25.1,0.0
2020-01-12 22:00:00,53991.28,6.4,25.0,0.0
2020-01-12 23:00:00,51346.08,6.8,25.3,0.0
2020-01-13 00:00:00,48407.97,6.9,24.8,0.0
2020-01-13 01:00:00,47427.71,5.7,24.1,0.0
2020-01-13 02:00:00,46883.03,6.6,23.0,0.0
2020-01-13 03:00:00,47813.77,7.1,22.8,0.0
2020-01-13 04:00:00,51450.82,7.2,22.4,0.0
2020-01-13 05:00:00,58962.45,7.1,20.9,0.0
2020-01-13 06:00:00,67847.64,6.9,18.8,0.0
2020-01-13 07:00:00,72469.55,6.3,16.6,0.0
2020-01-13 08:00:00,72674.41,5.2,13.5,0.0
2020-01-13 09:00:00,73135.71,4.8,10.8,10.0
2020-01-13 10:00:00,73857.68,5.8,11.5,52.0
2020-01-13 11:00:00,73833.54,6.3,11.6,70.0
2020-01-13 12:00:00,73229.57,6.9,12.5,90.0
2020-01-13 13:00:00,72034.85,6.8,13.0,142.0
2020-01-13 14:00:00,70871.83,6.8,10.6,120.0
2020-01-13 15:00:00,70443.8,6.7,11.4,84.0
2020-01-13 16:00:00,73469.29,5.7,12.9,38.0
2020-01-13 17:00:00,74819.74,4.9,12.3,1.0
2020-01-13 18:00:00,73955.69,4.1,10.5,0.0
2020-01-13 19:00:00,70567.78,3.3,10.2,0.0
2020-01-13 20:00:00,66565.75,2.6,10.0,0.0
2020-01-13 21:00:00,63564.65,2.5,10.8,0.0
2020-01-13 22:00:00,59321.93,2.4,11.2,0.0
2020-01-13 23:00:00,56066.73,2.7,11.9,0.0
2020-01-14 00:00:00,54723.66,2.8,12.2,0.0
2020-01-14 01:00:00,53513.86,3.7,14.5,0.0
2020-01-14 02:00:00,53991.84,3.9,16.2,0.0
2020-01-14 03:00:00,55188.56,3.9,17.4,0.0
2020-01-14 04:00:00,57903.65,3.8,18.1,0.0
2020-01-14 05:00:00,64613.46,4.1,18.8,0.0
2020-01-14 06:00:00,72342.87,4.2,19.1,0.0
2020-01-14 07:00:00,75642.96,5.8,19.9,0.0
2020-01-14 08:00:00,75226.56,6.0,20.7,0.0
2020-01-14 09:00:00,75426.28,7.1,24.0,7.0
2020-01-14 10:00:00,75906.04,7.8,25.1,60.0
2020-01-14 11:00:00,75316.86,8.1,27.1,65.0
2020-01-14 12:00:00,75361.66,8.8,25.6,64.0
2020-01-14 13:00:00,73800.36,9.9,24.9,75.0
2020-01-14 14:00:00,73381.64,10.5,24.6,123.0
2020-01-14 15:00:00,72487.54,10.6,21.7,113.0
2020-01-14 16:00:00,75256.98,9.9,19.5,28.0
2020-01-14 17:00:00,76755.28,9.9,20.1,1.0
2020-01-14 18:00:00,75272.82,9.8,21.8,0.0
2020-01-14 19:00:00,71872.71,9.8,23.2,0.0
2020-01-14 20:00:00,68144.32,9.7,24.0,0.0
2020-01-14 21:00:00,64526.21,9.9,23.4,0.0
2020-01-14 22:00:00,60359.57,10.1,23.2,0.0
2020-01-14 23:00:00,57004.2,9.6,22.8,0.0
2020-01-15 00:00:00,53772.35,9.8,23.1,0.0
2020-01-15 01:00:00,52961.57,9.7,24.7,0.0
2020-01-15 02:00:00,52630.72,10.0,24.0,0.0
2020-01-15 03:00:00,53904.02,9.6,23.0,0.0
2020-01-15 04:00:00,56986.86,9.8,23.2,0.0
2020-01-15 05:00:00,63071.33,9.9,22.7,0.0
2020-01-15 06:00:00,71168.26,9.8,22.5,0.0
2020-01-15 07:00:00,74760.89,10.5,23.5,0.0
2020-01-15 08:00:00,73515.17,10.6,22.0,0.0
2020-01-15 09:00:00,73949.63,10.8,20.8,6.0
2020-01-15 10:00:00,74641.71,10.9,20.5,62.0
2020-01-15 11:00:00,73541.95,11.4,21.9,166.0
2020-01-15 12:00:00,72725.24,11.9,21.5,219.0
2020-01-15 13:00:00,71014.24,11.6,21.2,229.0
2020-01-15 14:00:00,71366.87,12.1,24.4,210.0
2020-01-15 15:00:00,71428.27,11.5,22.2,148.0
2020-01-15 16:00:00,74460.6,10.6,20.8,58.0
2020-01-15 17:00:00,75504.42,9.9,19.9,2.0
2020-01-15 18:00:00,74436.96,9.2,20.6,0.0
2020-01-15 19:00:00,70557.42,8.9,21.3,0.0
2020-01-15 20:00:00,66992.02,8.9,22.1,0.0
2020-01-15 21:00:00,63917.34,8.9,21.2,0.0
2020-01-15 22:00:00,59460.65,8.6,19.5,0.0
2020-01-15 23:00:00,55081.44,8.7,19.4,0.0
2020-01-16 00:00:00,52334.25,9.4,18.1,0.0
2020-01-16 01:00:00,51428.35,9.4,17.9,0.0
2020-01-16 02:00:00,50550.58,9.8,14.9,0.0
2020-01-16 03:00:00,51834.73,9.6,14.5,0.0
2020-01-16 04:00:00,54976.4,7.8,11.4,0.0
2020-01-16 05:00:00,60513.15,5.4,8.4,0.0
2020-01-16 06:00:00,69357.29,4.6,9.3,0.0
2020-01-16 07:00:00,72910.12,4.2,9.4,0.0
2020-01-16 08:00:00,72004.48,3.7,9.3,0.0
2020-01-16 09:00:00,71669.57,4.3,10.4,19.0
2020-01-16 10:00:00,72383.73,6.1,12.4,106.0
2020-01-16 11:00:00,71432.21,7.7,12.1,191.0
2020-01-16 12:00:00,71119.61,8.8,11.2,245.0
2020-01-16 13:00:00,69212.91,9.3,8.2,258.0
2020-01-16 14:00:00,68688.88,9.5,8.7,228.0
2020-01-16 15:00:00,68462.6,8.8,5.4,157.0
2020-01-16 16:00:00,71978.58,5.3,10.7,63.0
2020-01-16 17:00:00,74471.83,3.8,10.3,2.0
2020-01-16 18:00:00,73599.81,4.6,8.9,0.0
2020-01-16 19:00:00,70189.71,4.7,11.2,0.0
2020-01-16 20:00:00,66051.43,4.8,11.9,0.0
2020-01-16 21:00:00,62690.06,4.6,12.2,0.0
2020-01-16 22:00:00,58857.68,4.0,12.2,0.0
2020-01-16 23:00:00,55459.49,3.3,11.8,0.0
2020-01-17 00:00:00,54026.59,3.0,12.2,0.0
2020-01-17 01:00:00,52095.48,3.0,12.7,0.0
2020-01-17 02:00:00,52120.86,2.8,12.2,0.0
2020-01-17 03:00:00,53138.65,2.8,13.2,0.0
2020-01-17 04:00:00,55736.79,2.8,12.2,0.0
2020-01-17 05:00:00,61751.33,2.5,10.8,0.0
2020-01-17 06:00:00,69701.08,2.2,10.8,0.0
2020-01-17 07:00:00,73769.1,2.1,11.8,0.0
2020-01-17 08:00:00,73143.02,2.1,13.8,0.0
2020-01-17 09:00:00,73540.74,2.6,14.8,20.0
2020-01-17 10:00:00,73025.48,4.1,16.8,106.0
2020-01-17 11:00:00,72229.28,5.5,17.3,192.0
2020-01-17 12:00:00,71121.08,6.8,18.8,246.0
2020-01-17 13:00:00,69594.95,7.9,19.9,257.0
2020-01-17 14:00:00,69003.73,8.2,21.8,224.0
2020-01-17 15:00:00,69158.41,7.8,19.5,155.0
2020-01-17 16:00:00,71040.2,6.3,14.9,62.0
2020-01-17 17:00:00,71788.06,4.8,13.4,2.0
2020-01-17 18:00:00,70665.81,3.9,12.9,0.0
2020-01-17 19:00:00,67098.72,3.3,12.7,0.0
2020-01-17 20:00:00,64325.94,3.0,12.6,0.0
2020-01-17 21:00:00,61523.09,3.3,11.6,0.0
2020-01-17 22:00:00,57937.12,3.8,12.3,0.0
2020-01-17 23:00:00,54326.33,4.7,13.8,0.0
2020-01-18 00:00:00,52125.43,6.1,16.6,0.0
2020-01-18 01:00:00,50533.95,6.7,16.6,0.0
2020-01-18 02:00:00,50069.54,6.9,17.4,0.0
2020-01-18 03:00:00,49982.21,6.9,16.0,0.0
2020-01-18 04:00:00,49935.12,7.2,19.8,0.0
2020-01-18 05:00:00,50040.36,6.7,19.2,0.0
2020-01-18 06:00:00,52611.61,6.2,20.0,0.0
2020-01-18 07:00:00,56724.55,5.5,19.8,0.0
2020-01-18 08:00:00,59404.73,5.1,18.0,0.0
2020-01-18 09:00:00,61361.39,5.2,16.6,10.0
2020-01-18 10:00:00,62706.26,5.6,15.8,61.0
2020-01-18 11:00:00,63205.38,6.2,17.0,170.0
2020-01-18 12:00:00,61901.21,6.6,22.5,226.0
2020-01-18 13:00:00,60229.43,6.7,21.9,212.0
2020-01-18 14:00:00,58756.45,6.8,19.2,133.0
2020-01-18 15:00:00,58459.45,6.6,15.6,80.0
2020-01-18 16:00:00,61182.07,5.8,13.7,44.0
2020-01-18 17:00:00,63409.38,4.1,9.4,3.0
2020-01-18 18:00:00,61931.37,3.5,10.7,0.0
2020-01-18 19:00:00,59072.98,2.7,10.9,0.0
2020-01-18 20:00:00,55427.67,2.1,11.5,0.0
2020-01-18 21:00:00,54960.85,2.0,11.8,0.0
2020-01-18 22:00:00,52137.49,1.6,11.4,0.0
2020-01-18 23:00:00,49210.92,1.3,11.5,0.0
2020-01-19 00:00:00,47074.22,1.3,11.4,0.0
2020-01-19 01:00:00,45761.15,2.1,10.3,0.0
2020-01-19 02:00:00,44762.43,2.0,9.8,0.0
2020-01-19 03:00:00,45088.93,2.0,10.4,0.0
2020-01-19 04:00:00,44998.83,2.9,10.1,0.0
2020-01-19 05:00:00,43964.28,3.2,9.7,0.0
2020-01-19 06:00:00,45549.35,3.3,10.9,0.0
2020-01-19 07:00:00,47991.14,3.3,11.3,0.0
2020-01-19 08:00:00,51482.04,3.2,10.9,0.0
2020-01-19 09:00:00,54041.71,2.9,11.2,13.0
2020-01-19 10:00:00,56197.78,3.2,12.1,90.0
2020-01-19 11:00:00,57618.67,3.8,13.0,153.0
2020-01-19 12:00:00,56135.9,4.7,10.6,190.0
2020-01-19 13:00:00,54162.11,4.9,12.4,172.0
2020-01-19 14:00:00,53482.52,5.3,13.8,118.0
2020-01-19 15:00:00,53127.07,5.2,11.3,69.0
2020-01-19 16:00:00,56598.69,4.8,8.9,29.0
2020-01-19 17:00:00,59750.01,4.5,7.3,1.0
2020-01-19 18:00:00,58999.83,4.3,7.4,0.0
2020-01-19 19:00:00,56884.3,4.1,7.2,0.0
2020-01-19 20:00:00,54430.13,3.6,6.0,0.0
2020-01-19 21:00:00,54668.0,2.8,6.0,0.0
2020-01-19 22:00:00,51820.93,2.2,5.8,0.0
2020-01-19 23:00:00,48809.37,1.9,5.8,0.0
2020-01-20 00:00:00,47495.43,2.1,6.4,0.0
2020-01-20 01:00:00,46448.91,2.6,6.9,0.0
2020-01-20 02:00:00,46462.3,2.3,5.0,0.0
2020-01-20 03:00:00,48054.27,1.9,4.8,0.0
2020-01-20 04:00:00,51439.65,1.4,5.8,0.0
2020-01-20 05:00:00,58402.17,1.1,7.4,0.0
2020-01-20 06:00:00,67253.96,0.2,5.1,0.0
2020-01-20 07:00:00,71318.72,-0.9,5.9,0.0
